FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr
14813;vl01852224000586;UMICORE ZETEL OLEN;2250;Belgium;51.180871;4.883596;VMM;Watertorenstraat;33;Olen;2.(e);Productiona and processing of metals;Installations:;;TRUE;2009;Carbon dioxide (CO2);Greenhouse gases;0;117000000;112000000;0;0;0;0;0;0;0;0;Installations:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
14815;vl01852224000788;UMICORE - HOBOKEN;2660;Belgium;51.167282;4.3347054;Vlaamse Milieumaatschappij (VMM);Adolf Greinerstraat;14;Antwerpen;2.(e);Productiona and processing of metals;Installations:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;217000000;210000000;197000000;190000000;208000000;207000000;200000000;195000000;199000000;205000000;222000000;Installations:;;;;;14815;Other;0;;;;;;;;;;;;;;
14827;vl01861674000264;E.ON GENERATION BELGIUM;1800;Belgium;50.940598;4.422338;Vlaamse Milieumaatschappij (VMM);Jan Frans Willemsstraat;200;Vilvoorde;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;822000000;877000000;950000000;856000000;876000000;580000000;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;14827;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
14828;vl01853961001010;ELECTRABEL - CENTRALE RUIEN;9690;Belgium;50.78342;3.4883854;Vlaamse Milieumaatschappij (VMM);Herpelgem;18;Kluisbergen;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;2570000000;2100000000;2720000000;2220000000;1710000000;1120000000;764000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;14828;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
14829;vl01853961001111;ELECTRABEL - CENTRALE DROGENBOS;1620;Belgium;50.8038;4.2999973;Vlaamse Milieumaatschappij (VMM);De Bruyckerweg;1;Drogenbos;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1020000000;1090000000;1070000000;1030000000;708000000;429000000;321000000;158000000;330000000;186000000;197000000;Thermal power stations and other combustion installations;;;;;14829;Other;0;;;;;;;;;;;;;;
14830;vl01879825000174;LANGERLO;3600;Belgium;50.93684;5.4927263;Vlaamse Milieumaatschappij (VMM);Swinnenwijerweg;30;Genk;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;2450000000;2240000000;2250000000;2200000000;1930000000;2260000000;2500000000;2010000000;2020000000;309000000;0;Thermal power stations and other combustion installations;;;;;14830;Coal power plant;Coal power plant;;;;;;;;;;;;;;
14831;vl01853961001616;ELECTRABEL WKK LANXESS (BAYER);2030;Belgium;51.34265;4.2788363;Vlaamse Milieumaatschappij (VMM);Scheldelaan;420;Antwerpen;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;170000000;183000000;200000000;203000000;202000000;196000000;169000000;186000000;0;0;186000000;Thermal power stations and other combustion installations;;;;;14831;Other;0;;;;;;;;;;;;;;
14832;vl01853961001717;ELECTRABEL CENTRALE MOL;2400;Belgium;51.222977;5.1101995;Vlaamse Milieumaatschappij (VMM);Lichtstraat;55;Mol;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2010;Carbon dioxide (CO2);Greenhouse gases;977000000;573000000;286000000;162000000;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
14833;vl01853961001919;ELECTRABEL CENTRALE RODENHUIZE;9042;Belgium;51.13446;3.7736719;Vlaamse Milieumaatschappij (VMM);Rodenhuizekaai;3;Gent;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;4540000000;4480000000;3580000000;1600000000;995000000;1930000000;1470000000;1350000000;1740000000;1910000000;1720000000;Thermal power stations and other combustion installations;;;;;14833;Coal power plant;Coal power plant;;;;;;;;;;;;;;
14834;vl01853961002222;ELECTRABEL CENTRALE HERDERSBRUG;8000;Belgium;51.2627;3.2103052;Vlaamse Milieumaatschappij (VMM);Pathoekeweg;300;Brugge;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;878000000;798000000;1070000000;1100000000;556000000;439000000;528000000;337000000;390000000;592000000;467000000;Thermal power stations and other combustion installations;;;;;14834;Other;0;;;;;;;;;;;;;;
14835;vl01853961002424;ELECTRABEL CENTRALE LANGERBRUGGE;9000;Belgium;51.108416;3.740479;VMM;Langerbruggekaai;3 - 4;Gent;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2009;Carbon dioxide (CO2);Greenhouse gases;205000000;222000000;194000000;0;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
14836;vl01853961011518;ELECTRABEL CENTRALE KALLO;9120;Belgium;51.2538;4.286311;Vlaamse Milieumaatschappij (VMM);Kapeldijkstraat,HAVEN 1071;40;Beveren;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2010;Carbon dioxide (CO2);Greenhouse gases;571000000;279000000;336000000;190000000;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
14847;vl01855069000179;TOTAL RAFFINADERIJ ANTWERPEN;2030;Belgium;51.26745;4.3216605;Vlaamse Milieumaatschappij (VMM);Scheldelaan;16;Antwerpen;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;4110000000;4030000000;3790000000;3990000000;3270000000;3600000000;3650000000;3620000000;3780000000;3720000000;3680000000;Mineral oil and gas refineries;;;;;14847;Other;0;;;;;;;;;;;;;;
14848;vl01856931000156;INEOS PHENOL BELGIUM;9130;Belgium;51.290928;4.2726126;Vlaamse Milieumaatschappij (VMM);Geslecht;1;Beveren;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;120000000;161000000;157000000;229000000;220000000;227000000;165000000;233000000;221000000;209000000;228000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;14848;Other;0;;;;;;;;;;;;;;
14850;vl01855217000153;BOREALIS KALLO;9130;Belgium;51.26833;4.2699494;Vlaamse Milieumaatschappij (VMM);Sint-Jansweg;2;Beveren;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;210000000;203000000;158000000;253000000;193000000;219000000;236000000;192000000;235000000;246000000;192000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;14850;Other;0;;;;;;;;;;;;;;
15018;W001;ICDI sc - Usine dincinération;6250;Belgium;50.4202;4.5452;Service Public de Wallonie;PORT DE LA PRAYE;1;AISEAU-PRESLES;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;131000000;0;136000000;133000000;135000000;131000000;141000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;15018;#N/A;#N/A;;;;;;;;;;;;;;
15019;W002;INTRADEL - UVELIA - Usine dincinération;4040;Belgium;50.6797;5.6436;Service Public de Wallonie;PORT DE HERSTAL - PRE WIGI;20;HERSTAL;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;129000000;245000000;167000000;288000000;397000000;431000000;331000000;327000000;353000000;388000000;403000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;15019;#N/A;#N/A;;;;;;;;;;;;;;
15021;W005;ARCELORMITTAL LIEGE sa (COKE-FONTE);4102;Belgium;50.6045;5.5494;Service Public de Wallonie;PLACE DES HAUTS FOURNEAUX;;OUGREE;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;2370000000;2930000000;597000000;1290000000;1140000000;0;152000000;104000000;0;0;0;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;15021;#N/A;#N/A;;;;;;;;;;;;;;
15022;W006;CARSID S.A. (coke-fonte /Aciérie-CC);6001;Belgium;50.4093;4.4231;Service Public de Wallonie;RUE DE MARCHIENNE;42;MARCINELLE (CHARLEROI);2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2008;Carbon dioxide (CO2);Greenhouse gases;1050000000;1050000000;0;0;0;0;0;0;0;0;0;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15024;W008;INDUSTEEL BELGIUM S.A.;6030;Belgium;50.4099;4.4111;Service Public de Wallonie;RUE DE CHATELET;266;MARCHIENNE-AU-PONT;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;159000000;149000000;0;0;103000000;102000000;0;0;106000000;106000000;107000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;15024;#N/A;#N/A;;;;;;;;;;;;;;
15027;W011;NLMK LA LOUVIERE sa;7100;Belgium;50.4829;4.1789;Service Public de Wallonie;RUE DES RIVAUX;2;LA LOUVIERE;2.(c);Productiona and processing of metals;Installations for the processing of ferrous metals;  Hot rolling mills;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;299000000;273000000;190000000;242000000;220000000;111000000;112000000;114000000;133000000;139000000;139000000;Installations for the processing of ferrous metals;;;;;15027;#N/A;#N/A;;;;;;;;;;;;;;
15028;W012;THY MARCINELLE sa;6000;Belgium;50.4099;4.4312;Service Public de Wallonie;RUE DE LACIER;1;CHARLEROI;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;106000000;105000000;0;0;100000000;0;0;0;0;0;0;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;15028;#N/A;#N/A;;;;;;;;;;;;;;
15034;W018;CBR sa - Site dHarmignies;7022;Belgium;50.4168;4.0166;Service Public de Wallonie;RUE BLANCART;3;HARMIGNIES;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;243000000;172000000;216000000;213000000;212000000;229000000;160000000;0;0;0;0;Installations for the production of:;;;;;15034;#N/A;#N/A;;;;;;;;;;;;;;
15035;W019;CBR sa - Site de Lixhe;4600;Belgium;50.7602;5.6725;Service Public de Wallonie;RUE DES TROIS FERMES;;LIXHE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1220000000;1210000000;1140000000;1060000000;1030000000;1040000000;1120000000;1180000000;1130000000;1180000000;1140000000;Installations for the production of:;;;;;15035;#N/A;#N/A;;;;;;;;;;;;;;
15036;W020;CCB sa - Site de Gaurain-Ramecroix;7530;Belgium;50.6004;3.4878;Service Public de Wallonie;GRANDROUTE;260;GAURAIN-RAMECROIX;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;1500000000;1500000000;1390000000;1340000000;1410000000;1300000000;1210000000;1360000000;1140000000;1150000000;0;Installations for the production of:;;;;;15036;#N/A;#N/A;;;;;;;;;;;;;;
15037;W021;HOLCIM Belgique sa - Usine dOBOURG;7034;Belgium;50.4723;3.9939;Service Public de Wallonie;Rue des Fabriques;2;Obourg;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1600000000;1520000000;1190000000;1230000000;1270000000;1220000000;1090000000;1070000000;986000000;987000000;678000000;Installations for the production of:;;;;;15037;#N/A;#N/A;;;;;;;;;;;;;;
15038;W022;CBR sa - Site dAntoing;7640;Belgium;50.576;3.4426;Service Public de Wallonie;Rue du Coucou;8;Antoing;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;767000000;783000000;741000000;585000000;726000000;713000000;729000000;750000000;683000000;751000000;714000000;Installations for the production of:;;;;;15038;#N/A;#N/A;;;;;;;;;;;;;;
15039;W023;CARMEUSE sa - Site de Moha;4520;Belgium;50.5571;5.1791;Service Public de Wallonie;RUE DU VAL NOTRE DAME;300;MOHA;3.(c);Mineral industry;Installations for the production of:;  Cement clinker or lime in other furnaces;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;303000000;283000000;283000000;233000000;270000000;243000000;272000000;304000000;294000000;192000000;230000000;Installations for the production of:;;;;;15039;#N/A;#N/A;;;;;;;;;;;;;;
15041;W025;CARMEUSE sa - Site dAisemont;5070;Belgium;50.4096;4.6417;Service Public de Wallonie;RUE DE BOUDJESSE;1;AISEMONT;3.(c);Mineral industry;Installations for the production of:;  Cement clinker or lime in other furnaces;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;509000000;559000000;410000000;478000000;469000000;400000000;429000000;504000000;514000000;506000000;486000000;Installations for the production of:;;;;;15041;#N/A;#N/A;;;;;;;;;;;;;;
15042;W026;CARRIERES ET FOURS A CHAUX DUMONT WAUTIER SA;4470;Belgium;50.5705;5.3703;Service Public de Wallonie;RUE MALLIEUE;95;SAINT-GEORGES-SUR-MEUSE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker or lime in other furnaces;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1310000000;1240000000;900000000;1220000000;1190000000;1120000000;1190000000;1130000000;1100000000;1040000000;1010000000;Installations for the production of:;;;;;15042;#N/A;#N/A;;;;;;;;;;;;;;
15043;W027;LHOIST INDUSTRIE sa - Site de On;6900;Belgium;50.1649;5.268;Service Public de Wallonie;USINE DE ON;;MARCHE-EN-FAMENNE;3.(c);Mineral industry;Installations for the production of:;  Lime in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;439000000;487000000;374000000;449000000;478000000;443000000;446000000;454000000;475000000;479000000;461000000;Installations for the production of:;;;;;15043;#N/A;#N/A;;;;;;;;;;;;;;
15044;W028;DOLOMIES DE MARCHE-LES-DAMES sa;5300;Belgium;50.4786;4.979;Service Public de Wallonie;RUE HAIGNEAUX;1;NAMECHE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker or lime in other furnaces;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;467000000;480000000;219000000;246000000;300000000;304000000;248000000;258000000;236000000;230000000;230000000;Installations for the production of:;;;;;15044;#N/A;#N/A;;;;;;;;;;;;;;
15046;W030;SAINT-GOBAIN GLASS sa;5060;Belgium;50.4499;4.6163;Service Public de Wallonie;RUE DES GLACES NATIONALES;169;AUVELAIS;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;201000000;169000000;125000000;137000000;133000000;131000000;0;0;0;0;0;Installations for the manufacture of glass, including glass fibre;;;;;15046;#N/A;#N/A;;;;;;;;;;;;;;
15047;W031;AGC GLASS EUROPE - Site de Moustier (ex-GLAVERBEL sa);5190;Belgium;50.4475;4.6926;Service Public de Wallonie;RUE DE LA GLACERIE;167;MOUSTIER-SUR-SAMBRE;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;604000000;602000000;462000000;558000000;552000000;419000000;381000000;386000000;391000000;390000000;391000000;Installations for the manufacture of glass, including glass fibre;;;;;15047;#N/A;#N/A;;;;;;;;;;;;;;
15054;W038;TOTAL PETROCHEMICALS FELUY sa;7181;Belgium;50.5428;4.2234;Service Public de Wallonie;PARC INDUSTRIEL DE FELUY-ZONE C;;FELUY;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;137000000;135000000;128000000;127000000;148000000;154000000;165000000;158000000;169000000;164000000;164000000;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;15054;#N/A;#N/A;;;;;;;;;;;;;;
15058;W042;YARA TERTRE sa-nv - CETPROBEL sa;7333;Belgium;50.48;3.7986;Service Public de Wallonie;RUE DE LA CARBO;10;TERTRE;4.(c);Chemical industry;Chemical installations for the production on an industrial scale of phosphorous-, nitrogen- or potassium-based fertilisers (simple or compound fertilisers);;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;657000000;501000000;337000000;419000000;663000000;630000000;669000000;589000000;728000000;728000000;762000000;Chemical installations for the production on an industrial scale of phosphorous-, nitrogen- or potassium-based fertilisers (simple or compound fertilisers);;;;;15058;#N/A;#N/A;;;;;;;;;;;;;;
15061;W045;INEOS FELUY sprl;7181;Belgium;50.5605;4.2163;Service Public de Wallonie;PARC INDUSTRIEL ZONE C;;FELUY;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic);TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;141000000;137000000;139000000;158000000;168000000;156000000;130000000;111000000;129000000;109000000;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;15061;#N/A;#N/A;;;;;;;;;;;;;;
15063;W047;PRAYON sa;4480;Belgium;50.5741;5.3864;Service Public de Wallonie;RUE JOSEPH WAUTERS;144;ENGIS;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Acids;TRUE;2007;Carbon dioxide (CO2);Greenhouse gases;102000000;0;0;0;0;0;0;0;0;0;0;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15082;W068;BENEO - ORAFTI;4360;Belgium;50.7245;5.3524;Service Public de Wallonie;RUE LOUIS MARECHAL;1;OREYE;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;  Vegetable raw materials;TRUE;2009;Carbon dioxide (CO2);Greenhouse gases;107000000;106000000;103000000;0;0;0;0;0;0;0;0;Treatment and processing intended for the production of food and beverage products from:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15088;W075;BURGO ARDENNES sa;6760;Belgium;49.5499;5.5042;Service Public de Wallonie;RUE DE LA PAPETERIE;1;VIRTON;6.(a);Paper and wood production processing;Industrial plants for the production of pulp from timber or similar fibrous materials;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1050000000;999000000;1120000000;1110000000;1100000000;1080000000;1190000000;1210000000;1070000000;1090000000;1090000000;Industrial plants for the production of pulp from timber or similar fibrous materials;;;;;15088;#N/A;#N/A;;;;;;;;;;;;;;
15092;W080;ELECTRABEL SA - CENTRALE DAMERCOEUR;6044;Belgium;50.431;4.3955;Service Public de Wallonie;RUE CHAUW A ROC;6;ROUX;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;417000000;371000000;780000000;818000000;653000000;762000000;738000000;968000000;888000000;945000000;837000000;Thermal power stations and other combustion installations;;;;;15092;#N/A;#N/A;;;;;;;;;;;;;;
15093;W081;ELECTRABEL SA - CENTRALE DES AWIRS;4400;Belgium;50.5864;5.4226;Service Public de Wallonie;QUAI DU HALAGE;49;FLEMALLE-HAUTE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;878000000;729000000;895000000;880000000;500000000;542000000;441000000;141000000;313000000;579000000;730000000;Thermal power stations and other combustion installations;;;;;15093;#N/A;#N/A;;;;;;;;;;;;;;
15094;W082;ELECTRABEL - CENTRALE BAUDOUR-St GHISLAIN;7331;Belgium;50.4712;3.8257;Service Public de Wallonie;RUE DE HAUTRAGE;87;BAUDOUR;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;875000000;666000000;741000000;896000000;899000000;232000000;446000000;467000000;522000000;489000000;417000000;Thermal power stations and other combustion installations;;;;;15094;#N/A;#N/A;;;;;;;;;;;;;;
15100;W088;EDF LUMINUS - Centrale de Seraing;4100;Belgium;50.6031;5.4909;Service Public de Wallonie;RUE PONT DU VAL;1;SERAING;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;829000000;669000000;719000000;899000000;437000000;133000000;146000000;0;0;0;0;Thermal power stations and other combustion installations;;;;;15100;#N/A;#N/A;;;;;;;;;;;;;;
15101;W089;ARCELORMITTAL LIEGE sa - Centrale dénergies;4102;Belgium;50.6045;5.5494;Service Public de Wallonie;Place des hauts fourneaux;1;Ougrée;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;521000000;562000000;187000000;422000000;361000000;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;15101;#N/A;#N/A;;;;;;;;;;;;;;
15102;W090;CARSID (Centrale dénergie);6030;Belgium;50.4141;4.4123;Service Public de Wallonie;ROUTE DE MONS;;MARCHIENNE-AU-PONT;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2008;Carbon dioxide (CO2);Greenhouse gases;983000000;983000000;0;0;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15104;W092;ARCELORMITTAL LIEGE - Chertal (Aciérie, CC, Laminoir à chaud);4683;Belgium;50.6934;5.6631;Service Public de Wallonie;PONT DE WANDRE;;VIVEGNIS;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;411000000;506000000;114000000;291000000;299000000;102000000;0;0;0;0;0;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;15104;#N/A;#N/A;;;;;;;;;;;;;;
15107;W095;BASF site Feluy / NEOCHIM;7181;Belgium;50.5371;4.2142;Service Public de Wallonie;PARC INDUSTRIEL  zone A - rue Jean Rostand;;FELUY;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Oxygen containing hydrocarbons;TRUE;2008;Carbon dioxide (CO2);Greenhouse gases;0;110000000;0;0;0;0;0;0;0;0;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15112;W101;INOVYN - COGENERATION INOVYN;5190;Belgium;50.4492;4.6654;Service Public de Wallonie;RUE ERNEST SOLVAY;39;JEMEPPE-SUR-SAMBRE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;390000000;390000000;380000000;407000000;387000000;390000000;389000000;355000000;374000000;384000000;396000000;Thermal power stations and other combustion installations;;;;;15112;#N/A;#N/A;;;;;;;;;;;;;;
15113;W102;SPE - Centrale dAngleur;4031;Belgium;50.6183;5.5826;Service Public de Wallonie;RUE HENRI DEFECHEREUX;43;ANGLEUR (Liège);1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2009;Carbon dioxide (CO2);Greenhouse gases;103000000;113000000;166000000;0;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;;;;;#N/A;#N/A;;;;;;;;;;;;;;
15114;W104;IPALLE - Usine dincinération;7971;Belgium;50.549;3.6266;Service Public de Wallonie;HAMEAU DE RIBONFOSSE;9;THUMAIDE;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;262000000;231000000;253000000;249000000;315000000;313000000;390000000;438000000;431000000;440000000;440000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;15114;#N/A;#N/A;;;;;;;;;;;;;;
15285;Bxl06;Bruxelles-Energie;1000;Belgium;50.8831;4.38037;Brussels Environment;Quai Léon Monnoyer;8;Bruxelles;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;493000000;441000000;481000000;485000000;397000000;345000000;397000000;484000000;473000000;492000000;427000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;15285;Other;0;;;;;;;;;;;;;;
15502;vl00686088000164;ZANDVLIET POWER - TERREIN BASF;2040;Belgium;51.355602;4.267469;Vlaamse Milieumaatschappij (VMM);Scheldelaan;600;Antwerpen;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1100000000;1040000000;1120000000;1110000000;943000000;1030000000;816000000;378000000;768000000;798000000;696000000;Thermal power stations and other combustion installations;;;;;15502;NGCC power plant;NGCC power plant;;;;;;;;;;;;;;
15543;vl01764605000124;AIR LIQUIDE LARGE INDUSTRY;2040;Belgium;51.355602;4.267469;Vlaamse Milieumaatschappij (VMM);Scheldelaan,Blokvelden G600 en E650;600;Antwerpen;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Gases;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;517000000;695000000;745000000;748000000;742000000;554000000;525000000;477000000;608000000;591000000;689000000;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;;;;15543;Hydrogen plant;Hydrogen plant;;;;;;;;;;;;;;
15620;vl01856089000144;LANXESS;2040;Belgium;51.34265;4.2788363;Vlaamse Milieumaatschappij (VMM);Scheldelaan;420;Antwerpen;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;146000000;130000000;117000000;131000000;133000000;139000000;126000000;118000000;133000000;0;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;;;;15620;Other;0;;;;;;;;;;;;;;
